,game_id,season,type,date_time_GMT,home_team,away_team,outcome,away_goals,home_goals
22619,2019020734,20192020,R,2020-01-17T00:30:00Z,Senators,Golden Knights,away win REG,4,2
22620,2019020735,20192020,R,2020-01-17T01:00:00Z,Predators,Ducks,away win REG,4,2
22621,2019020736,20192020,R,2020-01-17T01:00:00Z,Wild,Lightning,home win REG,2,3
22622,2019020737,20192020,R,2020-01-17T01:30:00Z,Stars,Sabres,away win REG,4,1
22623,2019020738,20192020,R,2020-01-17T02:00:00Z,Avalanche,Sharks,home win REG,0,4
22624,2019020739,20192020,R,2020-01-17T03:00:00Z,Canucks,Coyotes,home win REG,1,3
22638,2019020740,20192020,R,2020-01-18T00:30:00Z,Red Wings,Penguins,away win OT,2,1
22639,2019020741,20192020,R,2020-01-18T00:30:00Z,Hurricanes,Ducks,away win OT,2,1
22640,2019020742,20192020,R,2020-01-18T01:00:00Z,Jets,Lightning,away win REG,7,1
22644,2019020743,20192020,R,2020-01-18T18:00:00Z,Islanders,Capitals,away win REG,6,4
22645,2019020744,20192020,R,2020-01-18T20:00:00Z,Avalanche,Blues,home win REG,3,5
22646,2019020745,20192020,R,2020-01-18T20:00:00Z,Oilers,Coyotes,home win REG,3,7
22647,2019020746,20192020,R,2020-01-18T21:00:00Z,Senators,Flames,home win REG,2,5
22648,2019020747,20192020,R,2020-01-19T00:00:00Z,Maple Leafs,Blackhawks,away win REG,6,2
22649,2019020748,20192020,R,2020-01-19T00:00:00Z,Canadiens,Golden Knights,home win OT,4,5
22650,2019020749,20192020,R,2020-01-19T00:00:00Z,Red Wings,Panthers,away win REG,4,1
22651,2019020750,20192020,R,2020-01-19T00:00:00Z,Flyers,Kings,home win REG,1,4
22652,2019020751,20192020,R,2020-01-19T00:00:00Z,Blue Jackets,Devils,home win REG,0,5
22653,2019020752,20192020,R,2020-01-19T01:00:00Z,Predators,Sabres,home win REG,1,2
22654,2019020753,20192020,R,2020-01-19T02:00:00Z,Wild,Stars,home win REG,0,7
22655,2019020754,20192020,R,2020-01-19T03:00:00Z,Canucks,Sharks,home win REG,1,4
22668,2019020755,20192020,R,2020-01-19T17:30:00Z,Penguins,Bruins,home win REG,3,4
22669,2019020756,20192020,R,2020-01-19T22:00:00Z,Hurricanes,Islanders,home win OT,1,2
22670,2019020758,20192020,R,2020-01-20T00:00:00Z,Blackhawks,Jets,home win REG,2,5
22671,2019020757,20192020,R,2020-01-20T00:00:00Z,Rangers,Blue Jackets,away win REG,2,1
22676,2019020759,20192020,R,2020-01-20T20:00:00Z,Avalanche,Red Wings,home win REG,3,6
22677,2019020760,20192020,R,2020-01-21T01:00:00Z,Wild,Panthers,away win REG,5,4
22680,2019020761,20192020,R,2020-01-22T00:00:00Z,Bruins,Golden Knights,home win REG,2,3
22681,2019020762,20192020,R,2020-01-22T00:00:00Z,Rangers,Islanders,away win REG,4,2
22682,2019020764,20192020,R,2020-01-22T00:00:00Z,Hurricanes,Jets,home win REG,1,4
22683,2019020763,20192020,R,2020-01-22T00:30:00Z,Flyers,Penguins,home win REG,0,3
22684,2019020765,20192020,R,2020-01-22T01:30:00Z,Blackhawks,Panthers,away win REG,4,3
22690,2019020766,20192020,R,2020-01-23T00:30:00Z,Blue Jackets,Jets,home win REG,3,4
22691,2019020767,20192020,R,2020-01-23T01:00:00Z,Wild,Red Wings,home win REG,2,4
22694,2019040651,20192020,A,2020-01-26T01:15:00Z,,,home win tbc,5,9
22695,2019040652,20192020,A,2020-01-26T02:15:00Z,,,away win tbc,10,5
22696,2019040653,20192020,A,2020-01-26T03:15:00Z,,,home win tbc,4,5
22700,2019020768,20192020,R,2020-01-28T00:00:00Z,Canadiens,Capitals,away win REG,4,2
22701,2019020769,20192020,R,2020-01-28T00:30:00Z,Senators,Devils,away win OT,4,3
22702,2019020770,20192020,R,2020-01-28T01:00:00Z,Predators,Maple Leafs,away win REG,5,2
22703,2019020771,20192020,R,2020-01-28T01:00:00Z,Stars,Lightning,home win OT,2,3
22704,2019020772,20192020,R,2020-01-28T03:00:00Z,Canucks,Blues,home win REG,1,3
22705,2019020773,20192020,R,2020-01-28T03:30:00Z,Sharks,Ducks,home win REG,2,4
22712,2019020774,20192020,R,2020-01-29T00:00:00Z,Sabres,Senators,away win REG,5,2
22713,2019020775,20192020,R,2020-01-29T02:00:00Z,Flames,Blues,away win OT,5,4
22716,2019020777,20192020,R,2020-01-30T00:30:00Z,Stars,Maple Leafs,away win REG,5,3
22717,2019020776,20192020,R,2020-01-30T00:30:00Z,Capitals,Predators,away win REG,5,4
22718,2019020779,20192020,R,2020-01-30T03:00:00Z,Ducks,Coyotes,home win REG,2,4
22719,2019020780,20192020,R,2020-01-30T03:00:00Z,Kings,Lightning,away win REG,4,2
22720,2019020778,20192020,R,2020-01-30T03:00:00Z,Oilers,Flames,away win OT,4,3
22721,2019020781,20192020,R,2020-01-30T03:30:00Z,Sharks,Canucks,away win REG,5,2
22728,2019020782,20192020,R,2020-01-31T00:00:00Z,Sabres,Canadiens,away win REG,3,1
22729,2019020783,20192020,R,2020-01-31T00:30:00Z,Devils,Predators,away win OT,6,5
22730,2019020784,20192020,R,2020-01-31T02:30:00Z,Coyotes,Kings,away win OT,3,2
22734,2019020785,20192020,R,2020-02-01T00:00:00Z,Rangers,Red Wings,home win REG,2,4
22735,2019020786,20192020,R,2020-02-01T00:00:00Z,Penguins,Flyers,home win OT,3,4
22736,2019020787,20192020,R,2020-02-01T00:30:00Z,Senators,Capitals,away win REG,5,3
22737,2019020788,20192020,R,2020-02-01T00:30:00Z,Hurricanes,Golden Knights,away win REG,4,3
22738,2019020789,20192020,R,2020-02-01T01:00:00Z,Jets,Bruins,away win REG,2,1
22739,2019020790,20192020,R,2020-02-01T02:00:00Z,Oilers,Blues,home win REG,2,4
22740,2019020791,20192020,R,2020-02-01T03:00:00Z,Ducks,Lightning,away win REG,4,3
22748,2019020792,20192020,R,2020-02-01T18:00:00Z,Sabres,Blue Jackets,home win OT,1,2
22749,2019020793,20192020,R,2020-02-01T18:00:00Z,Islanders,Canucks,away win OT,4,3
22750,2019020794,20192020,R,2020-02-01T19:00:00Z,Canadiens,Panthers,home win REG,0,4
22751,2019020799,20192020,R,2020-02-02T00:00:00Z,Jets,Blues,home win REG,2,5
22752,2019020795,20192020,R,2020-02-02T00:00:00Z,Maple Leafs,Senators,home win OT,1,2
22753,2019020796,20192020,R,2020-02-02T00:00:00Z,Red Wings,Rangers,away win REG,1,0
22754,2019020797,20192020,R,2020-02-02T00:00:00Z,Devils,Stars,away win OT,3,2
22755,2019020798,20192020,R,2020-02-02T00:00:00Z,Flyers,Avalanche,home win REG,3,6
22756,2019020802,20192020,R,2020-02-02T01:00:00Z,Coyotes,Blackhawks,away win OT,3,2
22757,2019020800,20192020,R,2020-02-02T01:00:00Z,Predators,Golden Knights,away win REG,3,0
22758,2019020801,20192020,R,2020-02-02T01:00:00Z,Wild,Bruins,away win REG,6,1
22759,2019020803,20192020,R,2020-02-02T03:00:00Z,Flames,Oilers,away win REG,8,3
22760,2019020804,20192020,R,2020-02-02T03:30:00Z,Kings,Ducks,away win REG,3,1
22761,2019020805,20192020,R,2020-02-02T03:30:00Z,Sharks,Lightning,away win REG,3,0
22776,2019020806,20192020,R,2020-02-02T17:30:00Z,Capitals,Penguins,away win REG,4,3
22777,2019020807,20192020,R,2020-02-02T19:00:00Z,Canadiens,Blue Jackets,away win REG,4,3
22778,2019020808,20192020,R,2020-02-02T19:00:00Z,Hurricanes,Canucks,home win OT,3,4
22782,2019020809,20192020,R,2020-02-04T00:00:00Z,Maple Leafs,Panthers,away win REG,5,3
22783,2019020810,20192020,R,2020-02-04T00:00:00Z,Rangers,Stars,away win REG,5,3
22784,2019020811,20192020,R,2020-02-04T00:30:00Z,Red Wings,Flyers,away win REG,3,0
22788,2019020812,20192020,R,2020-02-05T00:00:00Z,Bruins,Canucks,home win REG,0,4
22789,2019020813,20192020,R,2020-02-05T00:00:00Z,Sabres,Avalanche,away win REG,6,1
22790,2019020814,20192020,R,2020-02-05T00:00:00Z,Lightning,Golden Knights,home win REG,2,4
22791,2019020815,20192020,R,2020-02-05T00:00:00Z,Devils,Canadiens,away win OT,5,4
22792,2019020816,20192020,R,2020-02-05T00:00:00Z,Islanders,Stars,home win OT,3,4
22793,2019020817,20192020,R,2020-02-05T00:00:00Z,Capitals,Kings,home win REG,2,4
22794,2019020818,20192020,R,2020-02-05T00:00:00Z,Blue Jackets,Panthers,home win OT,0,1
22795,2019020819,20192020,R,2020-02-05T00:30:00Z,Senators,Ducks,away win OT,3,2
22796,2019020820,20192020,R,2020-02-05T01:00:00Z,Blues,Hurricanes,home win REG,3,6
22797,2019020821,20192020,R,2020-02-05T01:00:00Z,Wild,Blackhawks,home win OT,2,3
22798,2019020822,20192020,R,2020-02-05T01:00:00Z,Jets,Predators,away win OT,2,1
22799,2019020823,20192020,R,2020-02-05T02:00:00Z,Flames,Sharks,away win REG,3,1
22800,2019020824,20192020,R,2020-02-05T02:00:00Z,Coyotes,Oilers,home win REG,0,3
22814,2019020825,20192020,R,2020-02-06T00:30:00Z,Rangers,Maple Leafs,home win REG,3,5
22815,2019020826,20192020,R,2020-02-06T01:00:00Z,Blackhawks,Bruins,away win OT,2,1
22818,2019020827,20192020,R,2020-02-07T00:00:00Z,Sabres,Red Wings,away win OT,4,3
22819,2019020828,20192020,R,2020-02-07T00:00:00Z,Canadiens,Ducks,home win OT,2,3
22820,2019020829,20192020,R,2020-02-07T00:00:00Z,Lightning,Penguins,home win REG,2,4
22821,2019020830,20192020,R,2020-02-07T00:00:00Z,Panthers,Golden Knights,away win REG,7,2
22822,2019020831,20192020,R,2020-02-07T00:00:00Z,Islanders,Kings,home win REG,3,5
22823,2019020832,20192020,R,2020-02-07T00:00:00Z,Flyers,Devils,away win REG,5,0
22824,2019020833,20192020,R,2020-02-07T00:30:00Z,Senators,Avalanche,away win REG,4,1
22825,2019020834,20192020,R,2020-02-07T01:00:00Z,Blues,Jets,away win REG,4,2
22826,2019020835,20192020,R,2020-02-07T01:00:00Z,Wild,Canucks,home win REG,2,4
22827,2019020836,20192020,R,2020-02-07T02:00:00Z,Flames,Predators,away win REG,3,2
22828,2019020838,20192020,R,2020-02-07T02:00:00Z,Coyotes,Hurricanes,away win REG,5,3
22829,2019020837,20192020,R,2020-02-07T02:30:00Z,Oilers,Sharks,away win REG,6,3
22842,2019020839,20192020,R,2020-02-08T00:00:00Z,Maple Leafs,Ducks,home win OT,4,5
22843,2019020840,20192020,R,2020-02-08T00:00:00Z,Rangers,Sabres,away win REG,3,2
22844,2019020841,20192020,R,2020-02-08T00:00:00Z,Blue Jackets,Red Wings,home win REG,0,2
22845,2019020842,20192020,R,2020-02-08T01:30:00Z,Stars,Wild,away win REG,3,2
22850,2019020843,20192020,R,2020-02-08T19:00:00Z,Jets,Senators,home win REG,2,5
22851,2019020844,20192020,R,2020-02-08T20:00:00Z,Bruins,Coyotes,home win REG,2,4
22852,2019020851,20192020,R,2020-02-09T00:00:00Z,Oilers,Predators,home win REG,2,3
22853,2019020845,20192020,R,2020-02-09T00:00:00Z,Canadiens,Maple Leafs,home win OT,1,2
22854,2019020846,20192020,R,2020-02-09T00:00:00Z,Lightning,Islanders,home win REG,1,3
22855,2019020847,20192020,R,2020-02-09T00:00:00Z,Panthers,Penguins,away win REG,3,2
22856,2019020848,20192020,R,2020-02-09T00:00:00Z,Devils,Kings,home win REG,0,3
22857,2019020849,20192020,R,2020-02-09T00:00:00Z,Capitals,Flyers,away win REG,7,2
22858,2019020850,20192020,R,2020-02-09T00:00:00Z,Blue Jackets,Avalanche,away win REG,2,1
22859,2019020852,20192020,R,2020-02-09T01:00:00Z,Blues,Stars,away win OT,3,2
22860,2019020853,20192020,R,2020-02-09T03:00:00Z,Canucks,Flames,away win REG,6,2
22861,2019020854,20192020,R,2020-02-09T03:00:00Z,Golden Knights,Hurricanes,away win OT,6,5
22874,2019020855,20192020,R,2020-02-09T17:30:00Z,Red Wings,Bruins,home win REG,1,3
22875,2019020856,20192020,R,2020-02-09T20:00:00Z,Sabres,Ducks,away win REG,3,2
22876,2019020857,20192020,R,2020-02-09T23:00:00Z,Rangers,Kings,home win REG,1,4
22877,2019020858,20192020,R,2020-02-10T00:00:00Z,Jets,Blackhawks,home win REG,2,5
22878,2019020859,20192020,R,2020-02-10T00:30:00Z,Wild,Avalanche,away win REG,3,2
22884,2019020860,20192020,R,2020-02-11T00:00:00Z,Canadiens,Coyotes,away win REG,3,2
22885,2019020861,20192020,R,2020-02-11T00:00:00Z,Flyers,Panthers,home win REG,1,4
22886,2019020862,20192020,R,2020-02-11T00:00:00Z,Capitals,Islanders,away win REG,5,3
22887,2019020863,20192020,R,2020-02-11T00:30:00Z,Blue Jackets,Lightning,away win OT,2,1
22888,2019020864,20192020,R,2020-02-11T03:00:00Z,Canucks,Predators,home win REG,2,6
22889,2019020865,20192020,R,2020-02-11T03:30:00Z,Sharks,Flames,away win REG,6,2
22896,2019020866,20192020,R,2020-02-12T00:00:00Z,Sabres,Red Wings,home win REG,2,3
22897,2019020867,20192020,R,2020-02-12T00:00:00Z,Maple Leafs,Coyotes,home win OT,2,3
22898,2019020868,20192020,R,2020-02-12T00:00:00Z,Devils,Panthers,away win REG,5,3
22899,2019020869,20192020,R,2020-02-12T00:00:00Z,Islanders,Flyers,home win REG,3,5
22900,2019020870,20192020,R,2020-02-12T00:00:00Z,Penguins,Lightning,away win OT,2,1
22901,2019020871,20192020,R,2020-02-12T01:00:00Z,Wild,Golden Knights,home win REG,0,4
22902,2019020872,20192020,R,2020-02-12T01:00:00Z,Jets,Rangers,away win REG,4,1
22903,2019020873,20192020,R,2020-02-12T01:30:00Z,Stars,Hurricanes,home win REG,1,4
22904,2019020874,20192020,R,2020-02-12T02:00:00Z,Avalanche,Senators,home win REG,0,3
22905,2019020875,20192020,R,2020-02-12T02:00:00Z,Oilers,Blackhawks,home win REG,3,5
22916,2019020877,20192020,R,2020-02-13T00:30:00Z,Bruins,Canadiens,home win REG,1,4
22917,2019020878,20192020,R,2020-02-13T03:00:00Z,Kings,Flames,home win REG,3,5
22918,2019020879,20192020,R,2020-02-13T03:30:00Z,Canucks,Blackhawks,home win REG,0,3
22922,2019020880,20192020,R,2020-02-14T00:00:00Z,Sabres,Blue Jackets,home win OT,3,4
22923,2019020881,20192020,R,2020-02-14T00:00:00Z,Maple Leafs,Stars,away win REG,3,2
22924,2019020882,20192020,R,2020-02-14T00:00:00Z,Lightning,Oilers,home win REG,1,3
22925,2019020883,20192020,R,2020-02-14T00:00:00Z,Panthers,Flyers,away win REG,6,2
22926,2019020884,20192020,R,2020-02-14T00:00:00Z,Devils,Red Wings,home win REG,1,4
22927,2019020885,20192020,R,2020-02-14T00:30:00Z,Senators,Coyotes,home win REG,2,3
22928,2019020886,20192020,R,2020-02-14T01:00:00Z,Predators,Islanders,home win REG,0,5
22929,2019020887,20192020,R,2020-02-14T01:00:00Z,Wild,Rangers,away win OT,4,3
22930,2019020888,20192020,R,2020-02-14T02:30:00Z,Avalanche,Capitals,away win REG,3,2
22931,2019020889,20192020,R,2020-02-14T03:00:00Z,Golden Knights,Blues,home win OT,5,6
22932,2019020890,20192020,R,2020-02-14T03:00:00Z,Ducks,Flames,away win REG,6,0
22944,2019020893,20192020,R,2020-02-15T00:00:00Z,Jets,Sharks,away win REG,3,2
22945,2019020891,20192020,R,2020-02-15T00:00:00Z,Penguins,Canadiens,home win REG,1,4
22946,2019020892,20192020,R,2020-02-15T00:00:00Z,Blue Jackets,Rangers,away win REG,3,1
22947,2019020894,20192020,R,2020-02-15T00:00:00Z,Hurricanes,Devils,home win REG,2,5
22952,2019020895,20192020,R,2020-02-15T18:00:00Z,Bruins,Red Wings,home win REG,1,4
22953,2019020896,20192020,R,2020-02-15T20:00:00Z,Blues,Predators,away win REG,4,3
22954,2019020897,20192020,R,2020-02-15T21:00:00Z,Lightning,Flyers,home win REG,3,5
22955,2019020898,20192020,R,2020-02-15T21:00:00Z,Panthers,Oilers,away win REG,4,1
22956,2019020899,20192020,R,2020-02-15T22:00:00Z,Wild,Sharks,away win REG,2,0
22957,2019020900,20192020,R,2020-02-16T00:00:00Z,Canadiens,Stars,away win OT,4,3
22958,2019020901,20192020,R,2020-02-16T00:00:00Z,Senators,Maple Leafs,away win REG,4,2
22959,2019020902,20192020,R,2020-02-16T01:00:00Z,Avalanche,Kings,away win REG,3,1
22960,2019020903,20192020,R,2020-02-16T03:00:00Z,Flames,Blackhawks,away win REG,8,4
22961,2019020904,20192020,R,2020-02-16T03:00:00Z,Coyotes,Capitals,home win REG,1,3
22962,2019020905,20192020,R,2020-02-16T03:30:00Z,Golden Knights,Islanders,home win REG,0,1
22974,2019020906,20192020,R,2020-02-16T17:30:00Z,Penguins,Red Wings,home win REG,1,5
22975,2019020907,20192020,R,2020-02-16T20:30:00Z,Rangers,Bruins,away win REG,3,1
22976,2019020908,20192020,R,2020-02-16T21:00:00Z,Hurricanes,Oilers,away win OT,4,3
22977,2019020909,20192020,R,2020-02-16T22:00:00Z,Canucks,Ducks,away win REG,5,1
22978,2019020912,20192020,R,2020-02-16T23:00:00Z,Predators,Blues,home win REG,1,2
22979,2019020910,20192020,R,2020-02-16T23:00:00Z,Senators,Stars,home win OT,3,4
22980,2019020911,20192020,R,2020-02-16T23:00:00Z,Devils,Blue Jackets,home win OT,3,4
22981,2019020913,20192020,R,2020-02-17T00:00:00Z,Sabres,Maple Leafs,home win REG,2,5
22982,2019020914,20192020,R,2020-02-17T01:30:00Z,Jets,Blackhawks,home win REG,2,3
22992,2019020917,20192020,R,2020-02-17T21:00:00Z,Sharks,Panthers,away win REG,5,3
22993,2019020915,20192020,R,2020-02-17T21:00:00Z,Flames,Ducks,home win REG,4,6
22994,2019020916,20192020,R,2020-02-17T21:00:00Z,Coyotes,Islanders,home win REG,1,2
22995,2019020918,20192020,R,2020-02-17T23:00:00Z,Golden Knights,Capitals,home win REG,2,3
22996,2019020919,20192020,R,2020-02-18T02:00:00Z,Avalanche,Lightning,away win OT,4,3
23002,2019020920,20192020,R,2020-02-19T00:00:00Z,Flyers,Blue Jackets,home win REG,1,5
23003,2019020921,20192020,R,2020-02-19T00:00:00Z,Penguins,Maple Leafs,home win REG,2,5
23004,2019020922,20192020,R,2020-02-19T00:30:00Z,Senators,Sabres,home win REG,4,7
23005,2019020923,20192020,R,2020-02-19T00:30:00Z,Red Wings,Canadiens,home win REG,3,4
23006,2019020924,20192020,R,2020-02-19T01:00:00Z,Blues,Devils,home win REG,0,3
23007,2019020925,20192020,R,2020-02-19T01:00:00Z,Predators,Hurricanes,away win REG,4,1
23008,2019020926,20192020,R,2020-02-19T01:00:00Z,Jets,Kings,home win REG,3,6
23016,2019020927,20192020,R,2020-02-20T01:00:00Z,Blackhawks,Rangers,away win REG,6,3
23017,2019020929,20192020,R,2020-02-20T01:30:00Z,Oilers,Bruins,away win OT,2,1
23018,2019020928,20192020,R,2020-02-20T01:30:00Z,Stars,Coyotes,home win REG,2,3
23019,2019020931,20192020,R,2020-02-20T03:00:00Z,Ducks,Panthers,away win REG,4,1
23020,2019020930,20192020,R,2020-02-20T03:00:00Z,Avalanche,Islanders,home win REG,1,3
23021,2019020932,20192020,R,2020-02-20T03:30:00Z,Canucks,Wild,away win OT,4,3
23028,2019020933,20192020,R,2020-02-21T00:00:00Z,Maple Leafs,Penguins,home win REG,0,4
23029,2019020934,20192020,R,2020-02-21T00:00:00Z,Devils,Sharks,home win REG,1,2
23030,2019020935,20192020,R,2020-02-21T00:00:00Z,Capitals,Canadiens,away win OT,4,3
23031,2019020936,20192020,R,2020-02-21T00:00:00Z,Blue Jackets,Flyers,away win OT,4,3
23032,2019020937,20192020,R,2020-02-21T00:30:00Z,Senators,Jets,away win REG,5,1
23033,2019020938,20192020,R,2020-02-21T01:00:00Z,Blues,Coyotes,home win REG,0,1
23034,2019020939,20192020,R,2020-02-21T03:00:00Z,Golden Knights,Lightning,home win REG,3,5
23035,2019020940,20192020,R,2020-02-21T03:30:00Z,Kings,Panthers,home win REG,4,5
23044,2019020942,20192020,R,2020-02-22T00:00:00Z,Hurricanes,Rangers,away win REG,5,2
23045,2019020941,20192020,R,2020-02-22T01:00:00Z,Islanders,Red Wings,home win REG,1,4
23046,2019020943,20192020,R,2020-02-22T01:30:00Z,Blackhawks,Predators,home win OT,1,2
23047,2019020944,20192020,R,2020-02-22T01:30:00Z,Stars,Blues,away win REG,5,1
23048,2019020945,20192020,R,2020-02-22T02:00:00Z,Flames,Bruins,away win REG,4,3
23049,2019020946,20192020,R,2020-02-22T02:00:00Z,Oilers,Wild,away win REG,5,3
23050,2019020947,20192020,R,2020-02-22T03:00:00Z,Ducks,Avalanche,away win REG,1,0
23058,2019020948,20192020,R,2020-02-22T18:00:00Z,Devils,Capitals,home win REG,2,3
23059,2019020949,20192020,R,2020-02-22T18:00:00Z,Flyers,Jets,home win REG,2,4
23060,2019020950,20192020,R,2020-02-22T18:00:00Z,Penguins,Sabres,away win REG,5,2
23061,2019020951,20192020,R,2020-02-23T00:00:00Z,Maple Leafs,Hurricanes,away win REG,6,3
23062,2019020952,20192020,R,2020-02-23T00:00:00Z,Senators,Canadiens,away win REG,3,0
23063,2019020953,20192020,R,2020-02-23T00:00:00Z,Rangers,Sharks,home win REG,2,3
23064,2019020955,20192020,R,2020-02-23T01:00:00Z,Coyotes,Lightning,home win REG,3,7
23065,2019020954,20192020,R,2020-02-23T01:00:00Z,Predators,Blue Jackets,home win OT,3,4
23066,2019020956,20192020,R,2020-02-23T03:00:00Z,Canucks,Bruins,home win REG,3,9
23067,2019020957,20192020,R,2020-02-23T03:00:00Z,Golden Knights,Panthers,home win REG,3,5
23068,2019020958,20192020,R,2020-02-23T03:30:00Z,Kings,Avalanche,away win OT,2,1
23080,2019020959,20192020,R,2020-02-23T17:00:00Z,Capitals,Penguins,home win REG,3,5
23081,2019020961,20192020,R,2020-02-23T20:00:00Z,Stars,Blackhawks,home win REG,1,2
23082,2019020960,20192020,R,2020-02-23T20:00:00Z,Sabres,Jets,home win REG,1,2
23083,2019020962,20192020,R,2020-02-23T22:00:00Z,Islanders,Sharks,home win REG,1,4
23084,2019020963,20192020,R,2020-02-24T00:00:00Z,Red Wings,Flames,away win REG,4,2
23085,2019020964,20192020,R,2020-02-24T00:30:00Z,Wild,Blues,away win REG,4,1
23086,2019020965,20192020,R,2020-02-24T03:00:00Z,Ducks,Golden Knights,away win OT,6,5
23087,2019020966,20192020,R,2020-02-24T03:00:00Z,Kings,Oilers,away win REG,4,2
23096,2019020967,20192020,R,2020-02-25T00:00:00Z,Blue Jackets,Senators,home win OT,3,4
23098,2019020968,20192020,R,2020-02-26T00:00:00Z,Bruins,Flames,away win REG,5,2
23099,2019020969,20192020,R,2020-02-26T00:00:00Z,Canadiens,Canucks,away win OT,4,3
23100,2019020970,20192020,R,2020-02-26T00:00:00Z,Lightning,Maple Leafs,away win REG,4,3
23101,2019020971,20192020,R,2020-02-26T00:00:00Z,Islanders,Rangers,away win OT,4,3
23102,2019020972,20192020,R,2020-02-26T00:00:00Z,Flyers,Sharks,home win REG,2,4
23103,2019020973,20192020,R,2020-02-26T00:00:00Z,Capitals,Jets,home win OT,3,4
23104,2019020974,20192020,R,2020-02-26T00:00:00Z,Hurricanes,Stars,away win REG,4,1
23105,2019020975,20192020,R,2020-02-26T00:30:00Z,Red Wings,Devils,away win REG,4,1
23106,2019020976,20192020,R,2020-02-26T01:00:00Z,Blues,Blackhawks,home win REG,5,6
23107,2019020977,20192020,R,2020-02-26T01:00:00Z,Predators,Senators,home win REG,2,3
23108,2019020978,20192020,R,2020-02-26T01:00:00Z,Wild,Blue Jackets,home win REG,4,5
23109,2019020979,20192020,R,2020-02-26T02:00:00Z,Coyotes,Panthers,away win REG,2,1
23110,2019020980,20192020,R,2020-02-26T03:00:00Z,Ducks,Oilers,home win OT,3,4
23124,2019020981,20192020,R,2020-02-27T01:00:00Z,Avalanche,Sabres,home win REG,2,3
23125,2019020982,20192020,R,2020-02-27T03:30:00Z,Golden Knights,Oilers,home win REG,0,3
23126,2019020983,20192020,R,2020-02-27T03:30:00Z,Kings,Penguins,home win REG,1,2
23130,2019020985,20192020,R,2020-02-28T00:00:00Z,Canadiens,Rangers,away win REG,5,2
23131,2019020986,20192020,R,2020-02-28T00:00:00Z,Lightning,Blackhawks,away win REG,5,2
23132,2019020987,20192020,R,2020-02-28T00:00:00Z,Panthers,Maple Leafs,away win REG,5,3
23133,2019020984,20192020,R,2020-02-28T00:30:00Z,Bruins,Stars,home win REG,3,4
23134,2019020988,20192020,R,2020-02-28T00:30:00Z,Senators,Canucks,home win REG,2,5
23135,2019020989,20192020,R,2020-02-28T00:30:00Z,Red Wings,Wild,away win REG,7,1
23136,2019020990,20192020,R,2020-02-28T01:00:00Z,Blues,Islanders,home win OT,2,3
23137,2019020991,20192020,R,2020-02-28T01:00:00Z,Predators,Flames,home win OT,3,4
23138,2019020992,20192020,R,2020-02-28T01:00:00Z,Jets,Capitals,home win REG,0,3
23139,2019020993,20192020,R,2020-02-28T03:30:00Z,Sharks,Devils,home win OT,2,3
23150,2019020994,20192020,R,2020-02-29T00:00:00Z,Flyers,Rangers,home win REG,2,5
23151,2019020995,20192020,R,2020-02-29T00:00:00Z,Blue Jackets,Wild,away win REG,5,0
23152,2019020996,20192020,R,2020-02-29T00:00:00Z,Hurricanes,Avalanche,away win REG,3,2
23153,2019020997,20192020,R,2020-02-29T03:00:00Z,Golden Knights,Sabres,home win REG,2,4
23154,2019020998,20192020,R,2020-02-29T03:00:00Z,Ducks,Penguins,home win REG,2,3
23160,2019020999,20192020,R,2020-02-29T18:00:00Z,Islanders,Bruins,away win REG,4,0
23161,2019021001,20192020,R,2020-02-29T21:00:00Z,Kings,Devils,home win OT,1,2
23162,2019021000,20192020,R,2020-02-29T21:00:00Z,Lightning,Flames,home win REG,3,4
23163,2019021002,20192020,R,2020-02-29T23:00:00Z,Panthers,Blackhawks,away win OT,3,2
23164,2019021007,20192020,R,2020-03-01T00:00:00Z,Predators,Avalanche,away win REG,3,2
23165,2019021003,20192020,R,2020-03-01T00:00:00Z,Maple Leafs,Canucks,home win REG,2,4
23166,2019021004,20192020,R,2020-03-01T00:00:00Z,Canadiens,Hurricanes,home win OT,3,4
23167,2019021005,20192020,R,2020-03-01T00:00:00Z,Senators,Red Wings,home win OT,3,4
23168,2019021008,20192020,R,2020-03-01T01:00:00Z,Coyotes,Sabres,home win REG,2,5
23169,2019021006,20192020,R,2020-03-01T01:00:00Z,Blues,Stars,home win OT,3,4
23170,2019021009,20192020,R,2020-03-01T03:00:00Z,Oilers,Jets,home win REG,2,3
23171,2019021010,20192020,R,2020-03-01T03:30:00Z,Sharks,Penguins,home win REG,0,5
23184,2019021011,20192020,R,2020-03-01T17:00:00Z,Rangers,Flyers,away win REG,5,3
23185,2019021012,20192020,R,2020-03-01T21:00:00Z,Panthers,Flames,away win REG,3,0
23186,2019021013,20192020,R,2020-03-02T00:00:00Z,Blue Jackets,Canucks,home win REG,3,5
23187,2019021015,20192020,R,2020-03-02T01:00:00Z,Ducks,Devils,away win REG,3,0
23188,2019021014,20192020,R,2020-03-02T01:00:00Z,Wild,Capitals,away win REG,4,3
23189,2019021016,20192020,R,2020-03-02T03:30:00Z,Golden Knights,Kings,away win REG,4,1
23196,2019021017,20192020,R,2020-03-03T00:30:00Z,Red Wings,Avalanche,away win REG,2,1
23197,2019021018,20192020,R,2020-03-03T01:00:00Z,Predators,Oilers,away win REG,8,3
23200,2019021020,20192020,R,2020-03-04T00:00:00Z,Islanders,Canadiens,away win REG,6,2
